QID,title,difficulty,categorySlug,topicTags
378,Kth Smallest Element in a Sorted Matrix,Medium,algorithms,"array,binary-search,sorting,heap-priority-queue,matrix"
379,Design Phone Directory,Medium,algorithms,"array,hash-table,linked-list,design,queue"
380,Insert Delete GetRandom O(1),Medium,algorithms,"array,hash-table,math,design,randomized"
381,Insert Delete GetRandom O(1) - Duplicates allowed,Hard,algorithms,"array,hash-table,math,design,randomized"
382,Linked List Random Node,Medium,algorithms,"linked-list,math,reservoir-sampling,randomized"
383,Ransom Note,Easy,algorithms,"hash-table,string,counting"
384,Shuffle an Array,Medium,algorithms,"array,math,design,randomized"
385,Mini Parser,Medium,algorithms,"string,stack,depth-first-search"
386,Lexicographical Numbers,Medium,algorithms,"depth-first-search,trie"
387,First Unique Character in a String,Easy,algorithms,"hash-table,string,queue,counting"
388,Longest Absolute File Path,Medium,algorithms,"string,stack,depth-first-search"
389,Find the Difference,Easy,algorithms,"hash-table,string,bit-manipulation,sorting"
390,Elimination Game,Medium,algorithms,"math,recursion"
391,Perfect Rectangle,Hard,algorithms,"array,hash-table,math,geometry,line-sweep"
392,Is Subsequence,Easy,algorithms,"two-pointers,string,dynamic-programming"
393,UTF-8 Validation,Medium,algorithms,"array,bit-manipulation"
394,Decode String,Medium,algorithms,"string,stack,recursion"
395,Longest Substring with At Least K Repeating Characters,Medium,algorithms,"hash-table,string,divide-and-conquer,sliding-window"
396,Rotate Function,Medium,algorithms,"array,math,dynamic-programming"
397,Integer Replacement,Medium,algorithms,"dynamic-programming,greedy,bit-manipulation,memoization"
398,Random Pick Index,Medium,algorithms,"hash-table,math,reservoir-sampling,randomized"
399,Evaluate Division,Medium,algorithms,"array,string,depth-first-search,breadth-first-search,union-find,graph,shortest-path"
400,Nth Digit,Medium,algorithms,"math,binary-search"
401,Binary Watch,Easy,algorithms,"backtracking,bit-manipulation"
402,Remove K Digits,Medium,algorithms,"string,stack,greedy,monotonic-stack"
403,Frog Jump,Hard,algorithms,"array,dynamic-programming"
404,Sum of Left Leaves,Easy,algorithms,"tree,depth-first-search,breadth-first-search,binary-tree"
405,Convert a Number to Hexadecimal,Easy,algorithms,"math,string,bit-manipulation"
406,Queue Reconstruction by Height,Medium,algorithms,"array,binary-indexed-tree,segment-tree,sorting"
407,Trapping Rain Water II,Hard,algorithms,"array,breadth-first-search,heap-priority-queue,matrix"
408,Valid Word Abbreviation,Easy,algorithms,"two-pointers,string"
409,Longest Palindrome,Easy,algorithms,"hash-table,string,greedy"
410,Split Array Largest Sum,Hard,algorithms,"array,binary-search,dynamic-programming,greedy,prefix-sum"
411,Minimum Unique Word Abbreviation,Hard,algorithms,"array,string,backtracking,bit-manipulation"
412,Fizz Buzz,Easy,algorithms,"math,string,simulation"
413,Arithmetic Slices,Medium,algorithms,"array,dynamic-programming,sliding-window"
414,Third Maximum Number,Easy,algorithms,"array,sorting"
415,Add Strings,Easy,algorithms,"math,string,simulation"
416,Partition Equal Subset Sum,Medium,algorithms,"array,dynamic-programming"
417,Pacific Atlantic Water Flow,Medium,algorithms,"array,depth-first-search,breadth-first-search,matrix"
418,Sentence Screen Fitting,Medium,algorithms,"array,string,dynamic-programming"
419,Battleships in a Board,Medium,algorithms,"array,depth-first-search,matrix"
420,Strong Password Checker,Hard,algorithms,"string,greedy,heap-priority-queue"
421,Maximum XOR of Two Numbers in an Array,Medium,algorithms,"array,hash-table,bit-manipulation,trie"
422,Valid Word Square,Easy,algorithms,"array,matrix"
423,Reconstruct Original Digits from English,Medium,algorithms,"hash-table,math,string"
424,Longest Repeating Character Replacement,Medium,algorithms,"hash-table,string,sliding-window"
425,Word Squares,Hard,algorithms,"array,string,backtracking,trie"
426,Convert Binary Search Tree to Sorted Doubly Linked List,Medium,algorithms,"linked-list,stack,tree,depth-first-search,binary-search-tree,binary-tree,doubly-linked-list"
427,Construct Quad Tree,Medium,algorithms,"array,divide-and-conquer,tree,matrix"
428,Serialize and Deserialize N-ary Tree,Hard,algorithms,"string,tree,depth-first-search,breadth-first-search"
429,N-ary Tree Level Order Traversal,Medium,algorithms,"tree,breadth-first-search"
430,Flatten a Multilevel Doubly Linked List,Medium,algorithms,"linked-list,depth-first-search,doubly-linked-list"
431,Encode N-ary Tree to Binary Tree,Hard,algorithms,"tree,depth-first-search,breadth-first-search,design,binary-tree"
432,All O`one Data Structure,Hard,algorithms,"hash-table,linked-list,design,doubly-linked-list"
433,Minimum Genetic Mutation,Medium,algorithms,"hash-table,string,breadth-first-search"
434,Number of Segments in a String,Easy,algorithms,string
435,Non-overlapping Intervals,Medium,algorithms,"array,dynamic-programming,greedy,sorting"
436,Find Right Interval,Medium,algorithms,"array,binary-search,sorting"
437,Path Sum III,Medium,algorithms,"tree,depth-first-search,binary-tree"
438,Find All Anagrams in a String,Medium,algorithms,"hash-table,string,sliding-window"
439,Ternary Expression Parser,Medium,algorithms,"string,stack,recursion"
440,K-th Smallest in Lexicographical Order,Hard,algorithms,trie
441,Arranging Coins,Easy,algorithms,"math,binary-search"
442,Find All Duplicates in an Array,Medium,algorithms,"array,hash-table"
443,String Compression,Medium,algorithms,"two-pointers,string"
444,Sequence Reconstruction,Medium,algorithms,"array,graph,topological-sort"
445,Add Two Numbers II,Medium,algorithms,"linked-list,math,stack"
446,Arithmetic Slices II - Subsequence,Hard,algorithms,"array,dynamic-programming"
447,Number of Boomerangs,Medium,algorithms,"array,hash-table,math"
448,Find All Numbers Disappeared in an Array,Easy,algorithms,"array,hash-table"
449,Serialize and Deserialize BST,Medium,algorithms,"string,tree,depth-first-search,breadth-first-search,design,binary-search-tree,binary-tree"
450,Delete Node in a BST,Medium,algorithms,"tree,binary-search-tree,binary-tree"
451,Sort Characters By Frequency,Medium,algorithms,"hash-table,string,sorting,heap-priority-queue,bucket-sort,counting"
452,Minimum Number of Arrows to Burst Balloons,Medium,algorithms,"array,greedy,sorting"
453,Minimum Moves to Equal Array Elements,Medium,algorithms,"array,math"
454,4Sum II,Medium,algorithms,"array,hash-table"
455,Assign Cookies,Easy,algorithms,"array,two-pointers,greedy,sorting"
456,132 Pattern,Medium,algorithms,"array,binary-search,stack,monotonic-stack,ordered-set"
457,Circular Array Loop,Medium,algorithms,"array,hash-table,two-pointers"
458,Poor Pigs,Hard,algorithms,"math,dynamic-programming,combinatorics"
459,Repeated Substring Pattern,Easy,algorithms,"string,string-matching"
460,LFU Cache,Hard,algorithms,"hash-table,linked-list,design,doubly-linked-list"
461,Hamming Distance,Easy,algorithms,bit-manipulation
462,Minimum Moves to Equal Array Elements II,Medium,algorithms,"array,math,sorting"
463,Island Perimeter,Easy,algorithms,"array,depth-first-search,breadth-first-search,matrix"
464,Can I Win,Medium,algorithms,"math,dynamic-programming,bit-manipulation,memoization,game-theory,bitmask"
465,Optimal Account Balancing,Hard,algorithms,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
466,Count The Repetitions,Hard,algorithms,"string,dynamic-programming"
467,Unique Substrings in Wraparound String,Medium,algorithms,"string,dynamic-programming"
468,Validate IP Address,Medium,algorithms,string
469,Convex Polygon,Medium,algorithms,"array,math,geometry"
470,Implement Rand10() Using Rand7(),Medium,algorithms,"math,rejection-sampling,randomized,probability-and-statistics"
471,Encode String with Shortest Length,Hard,algorithms,"string,dynamic-programming"
472,Concatenated Words,Hard,algorithms,"array,string,dynamic-programming,depth-first-search,trie,sorting"
473,Matchsticks to Square,Medium,algorithms,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
474,Ones and Zeroes,Medium,algorithms,"array,string,dynamic-programming"
475,Heaters,Medium,algorithms,"array,two-pointers,binary-search,sorting"
476,Number Complement,Easy,algorithms,bit-manipulation
477,Total Hamming Distance,Medium,algorithms,"array,math,bit-manipulation"
478,Generate Random Point in a Circle,Medium,algorithms,"math,geometry,rejection-sampling,randomized"
479,Largest Palindrome Product,Hard,algorithms,"math,enumeration"
480,Sliding Window Median,Hard,algorithms,"array,hash-table,sliding-window,heap-priority-queue"
481,Magical String,Medium,algorithms,"two-pointers,string"
482,License Key Formatting,Easy,algorithms,string
483,Smallest Good Base,Hard,algorithms,"math,binary-search"
484,Find Permutation,Medium,algorithms,"array,string,stack,greedy"
485,Max Consecutive Ones,Easy,algorithms,array
486,Predict the Winner,Medium,algorithms,"array,math,dynamic-programming,recursion,game-theory"
487,Max Consecutive Ones II,Medium,algorithms,"array,dynamic-programming,sliding-window"
488,Zuma Game,Hard,algorithms,"string,dynamic-programming,stack,breadth-first-search,memoization"
489,Robot Room Cleaner,Hard,algorithms,"backtracking,interactive"
490,The Maze,Medium,algorithms,"array,depth-first-search,breadth-first-search,matrix"
491,Non-decreasing Subsequences,Medium,algorithms,"array,hash-table,backtracking,bit-manipulation"
492,Construct the Rectangle,Easy,algorithms,math
493,Reverse Pairs,Hard,algorithms,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set"
494,Target Sum,Medium,algorithms,"array,dynamic-programming,backtracking"
495,Teemo Attacking,Easy,algorithms,"array,simulation"
496,Next Greater Element I,Easy,algorithms,"array,hash-table,stack,monotonic-stack"
497,Random Point in Non-overlapping Rectangles,Medium,algorithms,"array,math,binary-search,reservoir-sampling,prefix-sum,ordered-set,randomized"
498,Diagonal Traverse,Medium,algorithms,"array,matrix,simulation"
499,The Maze III,Hard,algorithms,"array,string,depth-first-search,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
500,Keyboard Row,Easy,algorithms,"array,hash-table,string"
501,Find Mode in Binary Search Tree,Easy,algorithms,"tree,depth-first-search,binary-search-tree,binary-tree"
502,IPO,Hard,algorithms,"array,greedy,sorting,heap-priority-queue"
503,Next Greater Element II,Medium,algorithms,"array,stack,monotonic-stack"
504,Base 7,Easy,algorithms,"math,string"
505,The Maze II,Medium,algorithms,"array,depth-first-search,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
506,Relative Ranks,Easy,algorithms,"array,sorting,heap-priority-queue"
507,Perfect Number,Easy,algorithms,math
508,Most Frequent Subtree Sum,Medium,algorithms,"hash-table,tree,depth-first-search,binary-tree"
509,Fibonacci Number,Easy,algorithms,"math,dynamic-programming,recursion,memoization"
510,Inorder Successor in BST II,Medium,algorithms,"tree,binary-search-tree,binary-tree"
511,Game Play Analysis I,Easy,database,database
512,Game Play Analysis II,Easy,database,database
513,Find Bottom Left Tree Value,Medium,algorithms,"tree,depth-first-search,breadth-first-search,binary-tree"
514,Freedom Trail,Hard,algorithms,"string,dynamic-programming,depth-first-search,breadth-first-search"
515,Find Largest Value in Each Tree Row,Medium,algorithms,"tree,depth-first-search,breadth-first-search,binary-tree"
516,Longest Palindromic Subsequence,Medium,algorithms,"string,dynamic-programming"
517,Super Washing Machines,Hard,algorithms,"array,greedy"
518,Coin Change II,Medium,algorithms,"array,dynamic-programming"
519,Random Flip Matrix,Medium,algorithms,"hash-table,math,reservoir-sampling,randomized"
520,Detect Capital,Easy,algorithms,string
521,Longest Uncommon Subsequence I,Easy,algorithms,string
522,Longest Uncommon Subsequence II,Medium,algorithms,"array,hash-table,two-pointers,string,sorting"
523,Continuous Subarray Sum,Medium,algorithms,"array,hash-table,math,prefix-sum"
524,Longest Word in Dictionary through Deleting,Medium,algorithms,"array,two-pointers,string,sorting"
525,Contiguous Array,Medium,algorithms,"array,hash-table,prefix-sum"
526,Beautiful Arrangement,Medium,algorithms,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
527,Word Abbreviation,Hard,algorithms,"array,string,greedy,trie,sorting"
528,Random Pick with Weight,Medium,algorithms,"array,math,binary-search,prefix-sum,randomized"
529,Minesweeper,Medium,algorithms,"array,depth-first-search,breadth-first-search,matrix"
530,Minimum Absolute Difference in BST,Easy,algorithms,"tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree"
531,Lonely Pixel I,Medium,algorithms,"array,hash-table,matrix"
532,K-diff Pairs in an Array,Medium,algorithms,"array,hash-table,two-pointers,binary-search,sorting"
533,Lonely Pixel II,Medium,algorithms,"array,hash-table,matrix"
534,Game Play Analysis III,Medium,database,database
535,Encode and Decode TinyURL,Medium,algorithms,"hash-table,string,design,hash-function"
536,Construct Binary Tree from String,Medium,algorithms,"string,stack,tree,depth-first-search,binary-tree"
537,Complex Number Multiplication,Medium,algorithms,"math,string,simulation"
538,Convert BST to Greater Tree,Medium,algorithms,"tree,depth-first-search,binary-search-tree,binary-tree"
539,Minimum Time Difference,Medium,algorithms,"array,math,string,sorting"
540,Single Element in a Sorted Array,Medium,algorithms,"array,binary-search"
541,Reverse String II,Easy,algorithms,"two-pointers,string"
542,01 Matrix,Medium,algorithms,"array,dynamic-programming,breadth-first-search,matrix"
543,Diameter of Binary Tree,Easy,algorithms,"tree,depth-first-search,binary-tree"
544,Output Contest Matches,Medium,algorithms,"string,recursion,simulation"
545,Boundary of Binary Tree,Medium,algorithms,"tree,depth-first-search,binary-tree"
546,Remove Boxes,Hard,algorithms,"array,dynamic-programming,memoization"
547,Number of Provinces,Medium,algorithms,"depth-first-search,breadth-first-search,union-find,graph"
548,Split Array with Equal Sum,Hard,algorithms,"array,hash-table,prefix-sum"
549,Binary Tree Longest Consecutive Sequence II,Medium,algorithms,"tree,depth-first-search,binary-tree"
550,Game Play Analysis IV,Medium,database,database
551,Student Attendance Record I,Easy,algorithms,string
552,Student Attendance Record II,Hard,algorithms,dynamic-programming
553,Optimal Division,Medium,algorithms,"array,math,dynamic-programming"
554,Brick Wall,Medium,algorithms,"array,hash-table"
555,Split Concatenated Strings,Medium,algorithms,"array,string,greedy"
556,Next Greater Element III,Medium,algorithms,"math,two-pointers,string"
557,Reverse Words in a String III,Easy,algorithms,"two-pointers,string"
558,Logical OR of Two Binary Grids Represented as Quad-Trees,Medium,algorithms,"divide-and-conquer,tree"
559,Maximum Depth of N-ary Tree,Easy,algorithms,"tree,depth-first-search,breadth-first-search"
560,Subarray Sum Equals K,Medium,algorithms,"array,hash-table,prefix-sum"
561,Array Partition,Easy,algorithms,"array,greedy,sorting,counting-sort"
562,Longest Line of Consecutive One in Matrix,Medium,algorithms,"array,dynamic-programming,matrix"
563,Binary Tree Tilt,Easy,algorithms,"tree,depth-first-search,binary-tree"
564,Find the Closest Palindrome,Hard,algorithms,"math,string"
